# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Timestamp,TrafficCount
2020-02-18 15:30:00,25820.00
2020-02-18 16:30:00,24414.00
2020-02-18 17:30:00,19752.00
2020-02-18 18:30:00,15151.00
2020-02-18 19:30:00,9358.00
2020-02-18 20:30:00,7094.00
2020-02-18 21:30:00,4557.00
2020-02-18 22:30:00,3323.00
2020-02-18 23:30:00,1479.00
2020-02-19 00:30:00,910.00
2020-02-19 01:30:00,607.00
2020-02-19 02:30:00,402.00
2020-02-19 03:30:00,370.00
2020-02-19 04:30:00,436.00
2020-02-19 05:30:00,446.00
2020-02-19 06:30:00,1358.00
2020-02-19 07:30:00,3053.00
2020-02-19 08:30:00,8466.00
2020-02-19 09:30:00,18943.00
2020-02-19 10:30:00,27345.00
2020-02-19 11:30:00,30707.00
2020-02-19 12:30:00,24932.00
2020-02-19 13:30:00,26665.00
2020-02-19 14:30:00,32337.00
2020-02-19 15:30:00,25782.00
2020-02-19 16:30:00,23083.00
2020-02-19 17:30:00,18466.00
2020-02-19 18:30:00,14514.00
2020-02-19 19:30:00,8659.00
2020-02-19 20:30:00,4547.00
2020-02-19 21:30:00,3565.00
2020-02-19 22:30:00,2925.00
2020-02-19 23:30:00,971.00
2020-02-20 00:30:00,840.00
2020-02-20 01:30:00,437.00
2020-02-20 02:30:00,562.00
2020-02-20 03:30:00,169.00
2020-02-20 04:30:00,283.00
2020-02-20 05:30:00,659.00
2020-02-20 06:30:00,1954.00
2020-02-20 07:30:00,3579.00
2020-02-20 08:30:00,8477.00
2020-02-20 09:30:00,17352.00
2020-02-20 10:30:00,25799.00
2020-02-20 11:30:00,28764.00
2020-02-20 12:30:00,23460.00
2020-02-20 13:30:00,26226.00
2020-02-20 14:30:00,32851.00
2020-02-20 15:30:00,22919.00
2020-02-20 16:30:00,20978.00
2020-02-20 17:30:00,17519.00
2020-02-20 18:30:00,15122.00
2020-02-20 19:30:00,8464.00
2020-02-20 20:30:00,4365.00
2020-02-20 21:30:00,3121.00
2020-02-20 22:30:00,3057.00
2020-02-20 23:30:00,1086.00
2020-02-21 00:30:00,984.00
2020-02-21 01:30:00,488.00
2020-02-21 02:30:00,630.00
2020-02-21 03:30:00,349.00
2020-02-21 04:30:00,239.00
2020-02-21 05:30:00,742.00
